Project Name,Description,Skills Required,Difficulty Level,Category,Resources,Student_ID,Branch,Interest_Area,Preferred_Domain,CGPA
Banking System Simulation,Work on a project related to the assigned area with detailed objectives.,"HTML, CSS, JavaScript",Intermediate,Machine Learning,https://www.tensorflow.org/,STU00120,EEE,IoT,Web Development,8.16
Sorting Visualizer,Work on a project related to the assigned area with detailed objectives.,"Python, NLP, NLTK",Beginner,Web Development,https://docs.djangoproject.com/,STU00121,ME,Blockchain,Web Development,9.23
Chatbot,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Django, Python, SQLite",Beginner,System Design,https://openweathermap.org/,STU00122,CSE,Web Development,Data Structures,9.58
E-commerce App,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","C++, Algorithms",Advanced,Web Development,https://docs.djangoproject.com/,STU00123,ECE,Web Development,Game Development,7.27
E-commerce App,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","C++, Data Structures",Intermediate,Game Development,https://openweathermap.org/,STU00124,ME,Game Development,Web Development,6.44
Chatbot,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, pandas, sklearn",Intermediate,Data Structures,https://docs.djangoproject.com/,STU00125,EEE,AI/ML,Web Development,6.91
E-commerce App,Work on a project related to the assigned area with detailed objectives.,"Django, Python, SQLite",Beginner,Web Development,https://nltk.org/,STU00126,IT,Blockchain,System Design,7.71
Tic-Tac-Toe Game,Work on a project related to the assigned area with detailed objectives.,"Python, TensorFlow, Keras",Beginner,Machine Learning,https://www.tensorflow.org/,STU00127,ME,IoT,System Design,9.27
Tic-Tac-Toe Game,Work on a project related to the assigned area with detailed objectives.,"HTML, CSS, JavaScript",Advanced,System Design,https://www.geeksforgeeks.org/,STU00128,CSE,Blockchain,Web Development,9.44
E-commerce App,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, Tkinter, Algorithms",Advanced,System Design,https://kaggle.com/,STU00129,EEE,Game Development,AI/ML,6.03
Tic-Tac-Toe Game,Work on a project related to the assigned area with detailed objectives.,"HTML, CSS, JavaScript",Intermediate,Game Development,https://www.tensorflow.org/,STU00130,ECE,Data Science,Data Structures,8.04
Chatbot,Work on a project related to the assigned area with detailed objectives.,"Python, pandas, sklearn",Advanced,Software Development,https://docs.djangoproject.com/,STU00131,EEE,Data Science,System Design,7.67
Banking System Simulation,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, TensorFlow, Keras",Advanced,Game Development,https://nltk.org/,STU00132,EEE,Game Development,AI/ML,6.89
Movie Recommendation System,Work on a project related to the assigned area with detailed objectives.,"Python, pandas, sklearn",Intermediate,Data Structures,https://www.geeksforgeeks.org/,STU00133,CE,IoT,Data Structures,6.48
Movie Recommendation System,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, NLP, NLTK",Advanced,Game Development,https://kaggle.com/,STU00134,EEE,Game Development,Web Development,7.35
Library Management System,Work on a project related to the assigned area with detailed objectives.,"Python, TensorFlow, Keras",Advanced,System Design,https://openweathermap.org/,STU00135,EEE,IoT,Game Development,9.77
Banking System Simulation,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, NLP, NLTK",Advanced,Data Structures,https://nltk.org/,STU00136,ME,Web Development,Deep Learning,7.29
Tic-Tac-Toe Game,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, NLP, NLTK",Advanced,System Design,https://kaggle.com/,STU00137,ECE,Game Development,Deep Learning,8.08
Library Management System,Work on a project related to the assigned area with detailed objectives.,"Python, pandas, sklearn",Intermediate,Game Development,https://openweathermap.org/,STU00138,ME,IoT,Web Development,8.81
Banking System Simulation,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, Tkinter, Algorithms",Beginner,System Design,https://nltk.org/,STU00139,ME,Game Development,System Design,7.45
Weather App,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, pandas, sklearn",Beginner,Web Development,https://www.tensorflow.org/,STU00140,CSE,Game Development,AI/ML,9.89
Chatbot,Work on a project related to the assigned area with detailed objectives.,"Python, API, Flask",Intermediate,AI/ML,https://www.geeksforgeeks.org/,STU00141,ME,IoT,Game Development,9.85
Movie Recommendation System,Work on a project related to the assigned area with detailed objectives.,"Python, TensorFlow, Keras",Beginner,Machine Learning,https://kaggle.com/,STU00142,CE,IoT,Data Structures,7.01
Library Management System,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, pandas, sklearn",Advanced,Machine Learning,https://kaggle.com/,STU00143,CE,AI/ML,Web Development,7.99
Movie Recommendation System,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","C++, Data Structures",Advanced,Web Development,https://kaggle.com/,STU00144,CSE,Game Development,Game Development,7.2
Library Management System,Work on a project related to the assigned area with detailed objectives.,"C++, Data Structures",Intermediate,Software Development,https://nltk.org/,STU00145,IT,Data Science,Game Development,7.14
Chatbot,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, NLP, NLTK",Intermediate,Web Development,https://www.tensorflow.org/,STU00146,ECE,Game Development,System Design,6.15
Chatbot,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Java, MySQL",Advanced,Data Structures,https://openweathermap.org/,STU00147,ECE,Game Development,Data Structures,8.44
Library Management System,Work on a project related to the assigned area with detailed objectives.,"Python, NLP, NLTK",Intermediate,Web Development,https://docs.djangoproject.com/,STU00148,ME,IoT,Game Development,8.01
